observation_id,schema_version,stage,environment_id,classifier,configuration_id,seed,phase,outer_repetition,inner_operation_count,measured_operation_count,record_count,measured_record_count,feature_count,warmup_calls,worker_pid,wall_time_sec,process_cpu_time_sec,start_rss_mib,end_rss_mib,absolute_peak_rss_mib,incremental_peak_rss_mib,selected_input_bytes,numpy_dense_nbytes,serialized_model_bytes,per_operation_latency_sec,per_record_latency_sec,throughput_records_sec,time_unit,rss_unit,size_unit,throughput_unit,measurement_kind,measurement_scope,measurement_provenance,derived_measurement_provenance,workload_sha256,model_sha256,feature_manifest_sha256,v06_lock_sha256,status,failure_type,failure_stage,failure_reason
v07d__training__decision_tree__none_natural__s43__r01,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,none_natural,43,training,1,1,1,28000,28000,43,3,7438,0.08615675900000497,0.08959553600000003,167.484375,167.609375,167.609375,0.125,9632132,9632000,4420,0.08615675900000497,3.0770271071430348e-06,324989.0121795132,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,8a1ca813143b15f6bdc3161f9b99ecf6f9816ec225e34babc07b09fa2a6f4865,5ff1ae4ae58b9f112f6d2718243f1929e41676d238e34264e5637d7b39cc5a4d,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__none_natural__s43__r02,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,none_natural,43,training,2,1,1,28000,28000,43,3,7441,0.10266870400118933,0.10813911300000001,167.08984375,167.21484375,167.21484375,0.125,9632132,9632000,4420,0.10266870400118933,3.6667394286139043e-06,272721.8607890058,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,8a1ca813143b15f6bdc3161f9b99ecf6f9816ec225e34babc07b09fa2a6f4865,5ff1ae4ae58b9f112f6d2718243f1929e41676d238e34264e5637d7b39cc5a4d,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__none_natural__s43__r03,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,none_natural,43,training,3,1,1,28000,28000,43,3,7444,0.1601254710003559,0.17144152900000043,167.05859375,167.18359375,167.18359375,0.125,9632132,9632000,4420,0.1601254710003559,5.718766821441282e-06,174862.8736270057,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,8a1ca813143b15f6bdc3161f9b99ecf6f9816ec225e34babc07b09fa2a6f4865,5ff1ae4ae58b9f112f6d2718243f1929e41676d238e34264e5637d7b39cc5a4d,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__none_natural__s43__r04,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,none_natural,43,training,4,1,1,28000,28000,43,3,7462,0.08892965099948924,0.09336739499999958,166.8359375,166.9609375,166.9609375,0.125,9632132,9632000,4420,0.08892965099948924,3.176058964267473e-06,314855.61548150925,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,8a1ca813143b15f6bdc3161f9b99ecf6f9816ec225e34babc07b09fa2a6f4865,5ff1ae4ae58b9f112f6d2718243f1929e41676d238e34264e5637d7b39cc5a4d,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__none_natural__s43__r05,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,none_natural,43,training,5,1,1,28000,28000,43,3,7465,0.10389225700055249,0.10905930799999997,167.09765625,167.22265625,167.22265625,0.125,9632132,9632000,4420,0.10389225700055249,3.7104377500197316e-06,269509.97897611465,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,8a1ca813143b15f6bdc3161f9b99ecf6f9816ec225e34babc07b09fa2a6f4865,5ff1ae4ae58b9f112f6d2718243f1929e41676d238e34264e5637d7b39cc5a4d,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__none_natural__s43__r06,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,none_natural,43,training,6,1,1,28000,28000,43,3,7468,0.12834629099961603,0.13533650200000036,166.84765625,166.97265625,166.97265625,0.125,9632132,9632000,4420,0.12834629099961603,4.583796107129144e-06,218159.79084338143,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,8a1ca813143b15f6bdc3161f9b99ecf6f9816ec225e34babc07b09fa2a6f4865,5ff1ae4ae58b9f112f6d2718243f1929e41676d238e34264e5637d7b39cc5a4d,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__none_natural__s43__r07,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,none_natural,43,training,7,1,1,28000,28000,43,3,7474,0.24993208299929393,0.2711840910000003,167.1484375,167.2734375,167.2734375,0.125,9632132,9632000,4420,0.24993208299929393,8.926145821403354e-06,112030.43508455496,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,8a1ca813143b15f6bdc3161f9b99ecf6f9816ec225e34babc07b09fa2a6f4865,5ff1ae4ae58b9f112f6d2718243f1929e41676d238e34264e5637d7b39cc5a4d,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__none_natural__s43__r08,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,none_natural,43,training,8,1,1,28000,28000,43,3,7477,0.0917870290013525,0.09574305399999972,167.11328125,167.23828125,167.23828125,0.125,9632132,9632000,4420,0.0917870290013525,3.278108178619732e-06,305053.9962415323,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,8a1ca813143b15f6bdc3161f9b99ecf6f9816ec225e34babc07b09fa2a6f4865,5ff1ae4ae58b9f112f6d2718243f1929e41676d238e34264e5637d7b39cc5a4d,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__none_natural__s43__r09,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,none_natural,43,training,9,1,1,28000,28000,43,3,7480,0.12191357200026687,0.12924747699999983,167.234375,167.484375,167.484375,0.25,9632132,9632000,4420,0.12191357200026687,4.354056142866674e-06,229670.90161166558,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,8a1ca813143b15f6bdc3161f9b99ecf6f9816ec225e34babc07b09fa2a6f4865,5ff1ae4ae58b9f112f6d2718243f1929e41676d238e34264e5637d7b39cc5a4d,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__decision_tree__none_natural__s43__r10,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,none_natural,43,training,10,1,1,28000,28000,43,3,7483,0.2153761730005499,0.23031942500000024,167.39453125,167.51953125,167.51953125,0.125,9632132,9632000,4420,0.2153761730005499,7.692006178591068e-06,130005.0957815492,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,8a1ca813143b15f6bdc3161f9b99ecf6f9816ec225e34babc07b09fa2a6f4865,5ff1ae4ae58b9f112f6d2718243f1929e41676d238e34264e5637d7b39cc5a4d,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__logistic_regression__mutual_information_select_k_best_k11__s43__r01,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,logistic_regression,mutual_information_select_k_best_k11,43,training,1,1,1,28000,28000,11,3,7488,0.05023788700054865,0.05344313499999931,153.91015625,154.0390625,164.28515625,10.375,2464132,2464000,1366,0.05023788700054865,1.7942102500195947e-06,557348.2817797295,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,8a1ca813143b15f6bdc3161f9b99ecf6f9816ec225e34babc07b09fa2a6f4865,e7a095c66fe822fd8e9aa25a591c8370f2bc10a40dbb48206a8ceeafa62a03c8,b17729dc1b6efb27a473318624ef9abb590db29ae240b2882aae2d13c97b70e1,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__logistic_regression__mutual_information_select_k_best_k11__s43__r02,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,logistic_regression,mutual_information_select_k_best_k11,43,training,2,1,1,28000,28000,11,3,7491,0.04464608399939607,0.04744501500000009,154.2734375,154.40234375,164.6484375,10.375,2464132,2464000,1366,0.04464608399939607,1.594502999978431e-06,627154.6682656144,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,8a1ca813143b15f6bdc3161f9b99ecf6f9816ec225e34babc07b09fa2a6f4865,e7a095c66fe822fd8e9aa25a591c8370f2bc10a40dbb48206a8ceeafa62a03c8,b17729dc1b6efb27a473318624ef9abb590db29ae240b2882aae2d13c97b70e1,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__logistic_regression__mutual_information_select_k_best_k11__s43__r03,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,logistic_regression,mutual_information_select_k_best_k11,43,training,3,1,1,28000,28000,11,3,7494,0.08462063699880673,0.09003442399999972,153.875,154.00390625,164.25,10.375,2464132,2464000,1366,0.08462063699880673,3.0221656071002403e-06,330888.5514581371,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,8a1ca813143b15f6bdc3161f9b99ecf6f9816ec225e34babc07b09fa2a6f4865,e7a095c66fe822fd8e9aa25a591c8370f2bc10a40dbb48206a8ceeafa62a03c8,b17729dc1b6efb27a473318624ef9abb590db29ae240b2882aae2d13c97b70e1,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__logistic_regression__mutual_information_select_k_best_k11__s43__r04,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,logistic_regression,mutual_information_select_k_best_k11,43,training,4,1,1,28000,28000,11,3,7497,0.07797545399989758,0.084198153,153.828125,153.95703125,164.203125,10.375,2464132,2464000,1366,0.07797545399989758,2.784837642853485e-06,359087.3610051283,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,8a1ca813143b15f6bdc3161f9b99ecf6f9816ec225e34babc07b09fa2a6f4865,e7a095c66fe822fd8e9aa25a591c8370f2bc10a40dbb48206a8ceeafa62a03c8,b17729dc1b6efb27a473318624ef9abb590db29ae240b2882aae2d13c97b70e1,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__logistic_regression__mutual_information_select_k_best_k11__s43__r05,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,logistic_regression,mutual_information_select_k_best_k11,43,training,5,1,1,28000,28000,11,3,7500,0.03620261400101299,0.03848832500000032,153.984375,154.23828125,164.484375,10.5,2464132,2464000,1366,0.03620261400101299,1.2929505000361782e-06,773424.8139986944,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,8a1ca813143b15f6bdc3161f9b99ecf6f9816ec225e34babc07b09fa2a6f4865,e7a095c66fe822fd8e9aa25a591c8370f2bc10a40dbb48206a8ceeafa62a03c8,b17729dc1b6efb27a473318624ef9abb590db29ae240b2882aae2d13c97b70e1,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__logistic_regression__mutual_information_select_k_best_k11__s43__r06,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,logistic_regression,mutual_information_select_k_best_k11,43,training,6,1,1,28000,28000,11,3,7504,0.0464685909992113,0.04861792300000012,154.2109375,154.33984375,164.5859375,10.375,2464132,2464000,1366,0.0464685909992113,1.659592535686118e-06,602557.54258775,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,8a1ca813143b15f6bdc3161f9b99ecf6f9816ec225e34babc07b09fa2a6f4865,e7a095c66fe822fd8e9aa25a591c8370f2bc10a40dbb48206a8ceeafa62a03c8,b17729dc1b6efb27a473318624ef9abb590db29ae240b2882aae2d13c97b70e1,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__logistic_regression__mutual_information_select_k_best_k11__s43__r07,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,logistic_regression,mutual_information_select_k_best_k11,43,training,7,1,1,28000,28000,11,3,7507,0.06901032899986603,0.07361321499999995,153.88671875,154.015625,164.26171875,10.375,2464132,2464000,1366,0.06901032899986603,2.464654607138073e-06,405736.3644803716,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,8a1ca813143b15f6bdc3161f9b99ecf6f9816ec225e34babc07b09fa2a6f4865,e7a095c66fe822fd8e9aa25a591c8370f2bc10a40dbb48206a8ceeafa62a03c8,b17729dc1b6efb27a473318624ef9abb590db29ae240b2882aae2d13c97b70e1,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__logistic_regression__mutual_information_select_k_best_k11__s43__r08,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,logistic_regression,mutual_information_select_k_best_k11,43,training,8,1,1,28000,28000,11,3,7512,0.02914391599915689,0.030575337000000147,154.0703125,154.19921875,164.4453125,10.375,2464132,2464000,1366,0.02914391599915689,1.0408541428270317e-06,960749.4065248478,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,8a1ca813143b15f6bdc3161f9b99ecf6f9816ec225e34babc07b09fa2a6f4865,e7a095c66fe822fd8e9aa25a591c8370f2bc10a40dbb48206a8ceeafa62a03c8,b17729dc1b6efb27a473318624ef9abb590db29ae240b2882aae2d13c97b70e1,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__logistic_regression__mutual_information_select_k_best_k11__s43__r09,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,logistic_regression,mutual_information_select_k_best_k11,43,training,9,1,1,28000,28000,11,3,7520,0.02549162899958901,0.026029938999999835,154.4375,154.56640625,164.8125,10.375,2464132,2464000,1366,0.02549162899958901,9.104153214138932e-07,1098399.7923573826,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,8a1ca813143b15f6bdc3161f9b99ecf6f9816ec225e34babc07b09fa2a6f4865,e7a095c66fe822fd8e9aa25a591c8370f2bc10a40dbb48206a8ceeafa62a03c8,b17729dc1b6efb27a473318624ef9abb590db29ae240b2882aae2d13c97b70e1,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__logistic_regression__mutual_information_select_k_best_k11__s43__r10,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,logistic_regression,mutual_information_select_k_best_k11,43,training,10,1,1,28000,28000,11,3,7525,0.03115370599880407,0.03238722299999974,154.37109375,154.5,164.74609375,10.375,2464132,2464000,1366,0.03115370599880407,1.1126323571001455e-06,898769.475486315,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,8a1ca813143b15f6bdc3161f9b99ecf6f9816ec225e34babc07b09fa2a6f4865,e7a095c66fe822fd8e9aa25a591c8370f2bc10a40dbb48206a8ceeafa62a03c8,b17729dc1b6efb27a473318624ef9abb590db29ae240b2882aae2d13c97b70e1,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__logistic_regression__none_natural__s43__r01,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,logistic_regression,none_natural,43,training,1,1,1,28000,28000,43,3,7530,0.17741888299860875,0.186861634,160.8359375,160.96484375,182.7109375,21.875,9632132,9632000,2342,0.17741888299860875,6.336388678521741e-06,157818.60153081655,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,8a1ca813143b15f6bdc3161f9b99ecf6f9816ec225e34babc07b09fa2a6f4865,251a67c9664b01dbc5594c2798d575fe67b59a7d9d69228a3a1725b5d03d0ecd,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__logistic_regression__none_natural__s43__r02,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,logistic_regression,none_natural,43,training,2,1,1,28000,28000,43,3,7535,0.1878573409994715,0.19769042699999995,160.83984375,160.96875,182.71484375,21.875,9632132,9632000,2342,0.1878573409994715,6.7091907499811245e-06,149049.27244806883,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,8a1ca813143b15f6bdc3161f9b99ecf6f9816ec225e34babc07b09fa2a6f4865,251a67c9664b01dbc5594c2798d575fe67b59a7d9d69228a3a1725b5d03d0ecd,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__logistic_regression__none_natural__s43__r03,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,logistic_regression,none_natural,43,training,3,1,1,28000,28000,43,3,7538,0.15129531000093266,0.15668433100000012,160.7265625,160.85546875,182.6015625,21.875,9632132,9632000,2342,0.15129531000093266,5.403403928604738e-06,185068.5259168139,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,8a1ca813143b15f6bdc3161f9b99ecf6f9816ec225e34babc07b09fa2a6f4865,251a67c9664b01dbc5594c2798d575fe67b59a7d9d69228a3a1725b5d03d0ecd,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__logistic_regression__none_natural__s43__r04,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,logistic_regression,none_natural,43,training,4,1,1,28000,28000,43,3,7541,0.16544243300086237,0.17344640700000014,161.25390625,161.3828125,183.12890625,21.875,9632132,9632000,2342,0.16544243300086237,5.90865832145937e-06,169243.1590380084,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,8a1ca813143b15f6bdc3161f9b99ecf6f9816ec225e34babc07b09fa2a6f4865,251a67c9664b01dbc5594c2798d575fe67b59a7d9d69228a3a1725b5d03d0ecd,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__logistic_regression__none_natural__s43__r05,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,logistic_regression,none_natural,43,training,5,1,1,28000,28000,43,3,7544,0.16691958499905013,0.17515893299999963,160.7421875,160.98828125,182.7421875,22.0,9632132,9632000,2342,0.16691958499905013,5.961413749966076e-06,167745.44461130392,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,8a1ca813143b15f6bdc3161f9b99ecf6f9816ec225e34babc07b09fa2a6f4865,251a67c9664b01dbc5594c2798d575fe67b59a7d9d69228a3a1725b5d03d0ecd,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__logistic_regression__none_natural__s43__r06,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,logistic_regression,none_natural,43,training,6,1,1,28000,28000,43,3,7547,0.19557854599952407,0.20258628099999987,160.93359375,161.0625,182.80859375,21.875,9632132,9632000,2342,0.19557854599952407,6.9849480714115735e-06,143164.98702300474,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,8a1ca813143b15f6bdc3161f9b99ecf6f9816ec225e34babc07b09fa2a6f4865,251a67c9664b01dbc5594c2798d575fe67b59a7d9d69228a3a1725b5d03d0ecd,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__logistic_regression__none_natural__s43__r07,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,logistic_regression,none_natural,43,training,7,1,1,28000,28000,43,3,7550,0.2858639679998305,0.3104451400000001,161.03125,161.16015625,182.90625,21.875,9632132,9632000,2342,0.2858639679998305,1.0209427428565374e-05,97948.68585892086,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,8a1ca813143b15f6bdc3161f9b99ecf6f9816ec225e34babc07b09fa2a6f4865,251a67c9664b01dbc5594c2798d575fe67b59a7d9d69228a3a1725b5d03d0ecd,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__training__logistic_regression__none_natural__s43__r08,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,logistic_regression,none_natural,43,training,8,1,1,28000,28000,43,3,7553,0.17737230800048565,0.186586841,160.58203125,160.7109375,182.45703125,21.875,9632132,9632000,2342,0.17737230800048565,6.3347252857316304e-06,157860.04205303194,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,model.fit_only_data_loading_selection_serialization_excluded,DIRECT_COMPUTATIONAL,DERIVED,8a1ca813143b15f6bdc3161f9b99ecf6f9816ec225e34babc07b09fa2a6f4865,251a67c9664b01dbc5594c2798d575fe67b59a7d9d69228a3a1725b5d03d0ecd,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
